likes,orimessage,message,noun
150,Conor McGregor did say he wanted to retire young.,Conor McGregor say want retire young,conor mcgregor
150,Hillary Clinton and Donald Trump had big wins in New York yesterday.,Hillari clinton donald trump big win new york yesterday,clinton donald trump wins york yesterday
150,"It's been seven months, and those cars still aren't fixed.",seven month car still fix,months cars
150,Not too many changes.,mani chang,changes
150,What's more intriguing than Trump's renewed popularity at the ballot box?He's actually thinking strategically.(via Los Angeles Times Opinion),intrigue trump renew popular ballot box actual think strategy via lo angel time opinion,trump popularity ballot box los angeles times opinion
150,Jarret Stoll scores 4 1/2 minutes into the extra period of Game 5 to send the Kings on to the second round of the playoffs for the first time since 2001.,jarret Stoll score minute extra period game send king second round playoff first time since,stoll minutes period game kings round playoffs time
150,Get ready to feel the heat.,get ready feel heat,heat
150,No details yet on how much you'd get for it.,detail yet much get,details
150,One student was punished for waking up another person in a long-term relationship with a kiss.(via Los Angeles Times Opinion),one student punish wake anorth person long term relationship kiss via lo angel time opinion,student person relationship kiss los angeles times opinion
150,There are more questions than answers.,question answer,questions answers
150,"Before the Lakers come back to beat the Thunder in two overtime periods, Metta World Peace is ejected for a flagrant foul and faces suspension.",laker come back beat thunder two overtrim period Metty world peace eject flagrant foul face suspens,lakers thunder overtime periods world peace foul suspension
150,An Arkansas court in 2011 threw out a death row inmate's murder conviction in part because of tweets.,arkansas court threw death row inmate murder convict part tweet,court death row inmate murder conviction part tweets
150,They owe part of their success to paintball.,owe part success paintball,part success
150,The couple was in bed with their newborn when the mother coughed and startled the dog.,couple bed newborn mother cough start dog,couple bed newborn mother dog
150,"A high-level official in the L.A. Planning Department has handed a key victory to Walmart, rejecting a request to throw out building permits for a hotly contested grocery store in Chinatown. Full story:  ",high level office l plan depart hand key victory Walmart reject request throw build permit hotly contest grocer store chinatown full story,official l.a. planning department victory request building permits grocery store chinatown story
150,The plan is to use boats to move the whale carcass from the shoreline at high tide.,plan use boat move whale carcass shoreline high tide,plan boats carcass shoreline tide
150,Got Time Warner? Here's what's next before you could become Charter customers.,got time warner next could become charter custom,time warner customers
150,Voters could see a Cruz/Fiorina ticket this fall.,voter could see Cruz fiorins ticket fall,voters cruz/fiorina ticket fall
150,Use those miles wisely.,use mile wise,use miles
150,A group of at least five attackers rushed to his apartment.,group least five attack rush apart,group attackers apartment
150,The father made two calls to 911. No answer. They hung up and rushed the baby to the hospital themselves.,father made two call answer hung rush Babi hospita,father calls answer baby hospital
150,"They're really, really sick of brown lawns. (And worried about property values.)",really really sick brown lawn worry property value,lawns property values
150,She rolled up her sleeves and made a difference.,roll sleep made differ,sleeves difference
150,The July 9 card in Las Vegas has been decided.,Juli card la vega decide,july card las vegas
150,Why not let Americans judge the truth for themselves? (via Los Angeles Times Opinion),let american Judg truth via lo angel time opinion,americans truth los angeles times opinion
150,Cruz hopes to make a direct appeal to female voters who have been alienated by Trump.,Cruz hope make direct appeal femal voter alien trump,cruz appeal voters trump
150,Kim Jong Un is a millennial supreme leader; heÃ¢ÂÂs a bonafide millennial.,kim long un millennia supreme leader bonafid millennia,kim jong un leader millennial
150,What if taxi companies were more like Uber and Lyft?,taxi company like user left,companies uber
150,Someone's got it out for Shia LaBeouf.,someone got shia labour,someone labeouf
150,"Times Pop Music Critic Randall Roberts writes: '[Fontella] Bass never achieved the fame that fellow belters Aretha Franklin or Etta James did, but she charted an arguably more fascinating course through her musical life....She chose aesthetic expansion over chart success at nearly every turn.'",time pop music critic Randal robert write fontella bass never achieve fame fellow belter Aretha franklin Etta Jame chart arguable fascia cours music life chose aesthete expanse chart success nearly every turn,times music critic randall writes [ bass fame belters franklin etta james course life expansion success turn
150,They repeatedly raked the hospital with heavy fire before realizing it was the wrong building.,repeatedly rake hospita heavy fire realize wrong build,hospital fire building
150,There is no federal policy for paid leave. Should there be?,fever policy paid leave,policy leave
150,Properly counting the number of residents could score California another Congressional seat.,properly count number resid could score california anorth congession seat,number residents california seat
150,"Making a resolution to lose the weight in 2013? Read this! And then join us on Twitter & Instagram throughout 2013 using the hashtag #LATFit. Let's swap moral support and small, easy **FUN** tips for eating less and moving more. Bonus points for posting a 'before' photo...",make resolute lose weight read join us twitter Instagram throughout use hashtag latest let swap moral support small EASI fun tip eat less move bone point post photo,resolution weight twitter instagram hashtag latfit let swap support **fun** tips bonus points 'before photo
150,More low-paying jobs will probably go underground.,low pay job probabl go underground,jobs
150,This Sunday marks the 20th anniversary of the 1992 Los Angeles riots. Photographer Kirk McKoy was there and recently revisited several of the site to document the changes of the years.,sunday mark th anniversary lo angel riot photograph Kirk Mckay recent revisit sever site document chang year,sunday anniversary los angeles riots mckoy site changes years
150,"Times investigation (fourth in a series): A database that could identify prolific prescribers and prevent overdose deaths is readily available, but California officials say they lack the resources to take advantage of it.",time investing fourth Seri database could identify prolify prescribe prevent overdogs death readily avail california office say lack resource take advantage,times investigation series database prescribers prevent deaths california officials resources advantage
150,The big rig dragged a truck across an intersection.Then the driver fled the scene.,big rig drag truck across intersect driver fled scene,rig truck intersection.then driver scene
150,"One question, so many different responses:How should the Islamic holy book influence national laws?",one question mani differ response islam holi book influence nation law,question responses holy book influence laws
150,"Details of the emerging 'fiscal cliff' deal ricochet through the Capitol, appearing to please almost no one from either political party, as President Obama urges negotiators toward a conclusion.",detail emerge fiscal cliff deal ricochet capitol appear pleas almost one either polit parti preside Obama org negoti toward cinclus,details cliff deal ricochet capitol one party president negotiators conclusion
200,Austin Rivers got a little heated during Wednesday night's L.A. Clippers game.,austin river got little heat wednesday night l clipper game,austin rivers night l.a. clippers game
200,Pfizer may angling for a way to avoid paying corporate taxes in the U.S.,Pfizer may Angl way avoid pay torpor tax u,pfizer way taxes u.s
200,"Hurricane Sandy, whose winds and driving rains have caused flooding up and down the Eastern Seaboard, made its landfall at New Jersey around 8 p.m., slightly earlier than projected.Photos:  ",hurricane Sandi whose wind drive rain caus flood eastern seaboard made landfall new jersey around p slightly earlier project photo,hurricane sandy winds rains seaboard landfall jersey p.m. projected.photos
200,Partly because the U.S. has the strictest emissions rules in the world.,partly u strictest miss rule world,u.s. emissions rules world
200,Older Chinese have said the decision has served as a reminder of how much their generation has sacrificed.,older chines said decks serv remind much genera sarif,chinese decision reminder generation
200,"'The Taliban will say 'you are with the government' and the security forces will say 'you are with the Taliban,' but really, we're just trying to live.'",Taliban say govern secure for say Taliban really tri live,taliban 'you government security forces 'you taliban
200,Opponents of the president's 'New Turkey' plan say the vote is a slide backward toward authoritarianism.,Oppen preside new turkey plan say vote slide backward toward authoritarian,opponents president 'new turkey plan vote slide authoritarianism
200,"The plaintiff claims he suffered because of a Spokeo profile that indicated he was married with a graduate degree and a job when, in reality, he was unmarried and unemployed.",plaintiff claim suffer spoke profit indic marri gradual degree job reality unmarry unemploy,plaintiff spokeo profile graduate degree job reality
200,Does it make sense for the nation's farmers to be governed by urbanites?(via Los Angeles Times Opinion),make sens nation farmer govern urbanity via lo angel time opinion,sense nation farmers urbanites los angeles times opinion
200,It's unclear whether the 'Jeb Can Fix It' tour refers to this country or his campaign.,unclear whether Jeb fix tour refer country campaign,'jeb refers country campaign
200,But don't expect extensive questioning about the 50 other women who have accused him of sexual assault or abuse.,expect extent question women accus sexual assault ABus,women assault abuse
200,"His most famous novel has 150,000 words and only one sentence.",famous novel word one sentence,novel words sentence
200,The proposition lost by a sizable margin.,propositi lost sizal margin,proposition margin
200,Will it be sometime in November? They've got a dozen games this month.,sometime novem got dozen game month,dozen games month
200,"The congressman later tweeted that he didn't believe God had an opinion on monetary policy, but that 'if She did, She would agree.'",congressman later tweet believe god opinion monetary policy would agre,congressman god opinion policy
200,"In the days since the video came out, Benjamin Golden has been fired from his job at Taco Bell and permanently banned from using Uber.",day since video came benjamin golden fire job taco bell german ban use user,days video benjamin job taco bell uber
200,Today in the governor wondering whether his property has any mining or oil drilling potential.,today governor wonder whether property mine oil drill potent,today governor property mining oil drilling potential
200,Expect U.S. airports to be even more crowded this holiday season.,expect u airport even crowd holiday season,airports holiday season
200,"Donald Trump and Ben Carson remain in the lead, both in California and nationally.",donald trump ben carson remain lead california nation,donald trump ben carson lead california
200,"Officers in helicopters, on bikes and on horses will try to keep the peace. In addition, the department has been visiting stores talking to managers about the psychology of the frantic shopper.",offic helicopt bike hors tri keep peace admit depart visit store talk manage psychology frantic shopper,officers helicopters bikes horses peace addition department stores managers psychology shopper
200,"About a third of tumors found in mammography screenings are unlikely to cause illness, resulting in overdiagnosis, a study finds. But one critic calls the findings 'malicious nonsense.'",third tumor found mammograph screen unlike caus ill result overdiagnosi study find one critic call find malice nonsense,tumors mammography screenings illness overdiagnosis study critic findings nonsense
200,We asked some experts on goal-setting to explain the science behind staying on track with your resolutions.,ask expert goal set explain science behind stay track resolute,experts goal-setting science track resolutions
200,"Everyone calls him 'Sheriff Dave,' and he's not afraid to stir up some drama.",everyone call sheriff dave afraid stir drama,everyone dave drama
200,"Shelters are bustling with volunteers serving holiday dinners as the arduous recovery continues. 'It's starting to take a toll on people,' says one worker.",shelter bustle volupt serv holiday dinner arduous recovery continue start take toll people say one worker,shelters volunteers holiday dinners recovery toll people worker
200,The coalition will conduct dozens of small-scale clinical trials nationwide over the next two to three years.,coalite conduct dozen small scale clinic trial nationwide next two three year,coalition dozens trials years
200,"For a few hours, one low-ranking Cabinet member has the weight of the world on their shoulders.Only two women have been given the honor.",hour one low rank cabinet member weight world shoulder two women given honor,hours cabinet member weight world women honor
200,Live updates of the State of the Union address.,live update state union address,updates state union address
200,'I have a thousand questions for Sean.'-Charlie Rose,thousand question sean charlie rose,'i questions
200,Caltech investigated complaints made by two graduate students.,Caltech investing complaint made two gradual student,caltech complaints graduate students
200,"'I saw cars on top of cars,' Texas deputy sheriff Rod Carroll told The Times. 'In some spots there was so much heavy damage and in other areas you could see where people had veered over onto the grass shoulder at the last minute to escape the impact. Those were the lucky ones.' Nation Now has more on southeast Texas' 'Thanksgiving Day nightmare' in which at least 140 cars collided.",saw car top car tea deputy sheriff rod Carrol told time spot much heavy damage area could see people veer onto grass shoulder last minute escape impact luck one nation southeast tea thanksgiv day nightmare least car colloid,saw cars top cars deputy sheriff rod carroll times spots damage areas people grass shoulder minute impact ones nation southeast texas day nightmare cars
200,"Ahead of this morning's Oscar nominations, check out the year's best of the worst.",ahead morn oscar nomen check year best worst,morning oscar nominations year
200,"Despite his good intentions, he's now facing smuggling charges in France.",despite good intent face smuggle charge franc,intentions charges france
200,ESPN is now covering video game competitions.,ESPN cover video game competent,espn video game competitions
200,Not every crime story teaches you that a Tangelo is a tangerine-grapefruit hybrid.,every crime story teach tangelo tangerine grapefruit hybrid,crime story teaches tangelo hybrid
200,Another upside of the Rams coming back to Los Angeles: A chance to switch up those uniforms. What colors (or designs) do you think symbolize L.A.? Our fashion writer is working on a post right now Ã¢ÂÂ and we'd love your input.,anorth upside ram come back lo angel Chanc switch uniform color design think symbol l fashion writer work post right love input,upside rams los angeles chance uniforms colors designs l.a. fashion writer post input
200,"Dalits still face discrimination in India's caste system, but Kalpana Saroj has worked her way up from poverty, becoming a manufacturing tycoon.",dalet still face discrimin india cast system Kaliana saros work way poverty become manufacture tycoon,dalits discrimination india caste system kalpana saroj way poverty manufacturing tycoon
200,The former Power Ranger grabbed a sword that he kept near the door and stabbed his roommate multiple times in the abdomen.,former power ranger grab sword kept near door stab roommate multiple time abdomen,power ranger sword door roommate multiple times abdomen
200,"Is it the right time for the U.S. Supreme Court to rule on gay marriage? This week, justices will discuss whether to tackle the issue.",right time u supreme court rule gay marriage week justice discuss whether tackle issue,time court gay marriage week justices issue
200,Not the most desirable place to run out of gas: Iranian waters strictly off limits to the U.S.,desire place run ga iranian water strictly limit u,place gas waters limits u.s
200,The pipe bomb Farook brought that morning was attached to a remote-control toy car and 'ready to detonate.',pipe bomb Farouk brought morn attach remote control toy car ready demon,pipe bomb morning remote-control toy car 'ready
200,'I guess the bromance is over.' -Donald J. Trump,guess romance donald j trump,guess bromance -donald j. trump
200,"Islamic State has a history of kidnapping civilians and enslaving them, or subjecting women to forced marriages.",islam state history kidnap civilian enslave subject women for marriage,state history kidnapping civilians women marriages
200,Harris hasn't endorsed state requirements for police to wear body cameras.,Harri endorse state require policy wear Bodi camera,harris state requirements police body cameras
200,"It's 3 days of boozy seminars, happy hours and lunches.",day Booz seminar happy hour lunch,days seminars hours lunches
200,The attackers rushed into dorm rooms throwing hand grenades and firing guns.,attack rush dorm room throw hand grenade fire gun,attackers dorm rooms hand grenades guns
200,Taking back the slums of Rio de Janeiro*More photos and video from this story  ,take back slum rio de janeiro photo video story,slums rio janeiro*more photos video story
200,It was another record-shattering year for UC applications.,anorth record shatter year uc applied,year applications
200,Utility companies say it's only fair for people with solar panels to get paid less.,util company say fair people solar panel get paid less,utility companies people panels
200,The cofounder of L.A.'s largest craft brewery sets the record straight on the 'built to sell' rumors.,cofound l largest craft brewer set record straight built sell rumor,cofounder l.a. craft brewery record straight rumors
200,Congress doesn't have to play by the Affordable Care Act's rules when it comes to Medicare coverage.,congress play afford care act rule come medical coverage,congress care act rules coverage
200,"'It wasn't so long ago that the United States had its own anti-sodomy laws on the books; in fact, only in 2003 did the U.S. Supreme Court hand down its landmark ruling in Lawrence vs. Texas declaring all such laws unconstitutional,' our editorial board writes in Los Angeles Times Opinion.'But the U.S. has been evolving along with the rest of the world. Now it's time for Uganda to do the same.'",long ago unit state anti sodomy law book fact u supreme court hand landmark rule lawrence vs tea declare law unconstitut editor board write lo angel time opinion u evolve along rest world time uganda,'it states laws books fact court hand landmark ruling lawrence texas laws editorial board los angeles times opinion u.s. rest world time uganda
200,"Instead of creating new programs, Gov. Brown says we need to focus on paying for the ones we already have.",instead creat new program gov brown say need focus pay one already,programs gov ones
200,The 61-year-old man broke his femur.,year old man broke femur,man femur
200,Pro tip: These are great in pasta dishes. From L.A. Times Food:,pro tip great pasta dish l time food,tip dishes times food
200,Remember when the Raiders and Chargers said they were going to build a stadium in Carson?,remember raider charger said go build stadium carson,raiders chargers stadium carson
200,The 17-minute video shows the extent of planning that went into the Paris attacks.,minute video show extent plan went pari attack,video extent planning paris attacks
200,"Roughly 1,000 active oil and gas wells are scattered across Los Angeles, many near homes and schools.",roughly active oil ga well scatter across lo angel mani near home school,oil gas wells los angeles homes schools
200,From our Sundance liveblog: The documentary 'Weiner' takes a measured look at a fallen star of the political world.,sundang liveblog documentary weiner take measure look fallen star polit world,sundance liveblog 'weiner look star world
200,"Playing the lottery is billed as almost a civic duty. Ã¢ÂÂThanks for helping us support public schools,Ã¢ÂÂ reads one ad.",play lottery bill almost civic duty thank help us support public school read one ad,lottery duty ã¢ââthanks schools   ad
200,You can't just tell the Consortium that you want a Ã¢ÂÂdrunken chipmunkÃ¢ÂÂ emoji.You have to give them a good reason to approve it.,tell consortium want drunken chipmunk Moji give good reason approve,consortium chipmunk  emoji.you reason
200,Kim Kardashian West would do it in public only in an emergency.,kim kardashian west would public emerge,kim west emergency
200,"If you are reading this, you already have 'Liked' our page. But if you want to help us raise money for literacy programs, please consider sharing this information with your friends: During our holiday campaign, each new Like this page receives through the link below generates a $1 donation to fight illiteracy.",read already like page want help us rais money literacy program pleas consed share inform friend holiday campaign new like page receive link genera donat fight illiteracy,page money literacy programs information friends holiday campaign page link donation illiteracy
200,The NBA has a history of suspending players for fighting.,NBA history suspend player fight,nba history players
200,They're on the brink of collapse.,brink collapse,brink collapse
200,"Palestinians danced in the streets, honked horns, hugged and set off fireworks. 'Today we are a part of the international community, and the rest of the world must see us as a state,' one man says.",palestinian dance street honk horn hug set firework today part intern common rest world must see us state one man say,palestinians streets horns fireworks part community rest world state man
200,"After getting pulled over, Couch proceeded to tell officers that he had taken pre-law classes, and knew what police could and couldn't do to him.",get pull couch proceed tell offic taken pre law class knew policy could,officers pre-law classes police
200,Immigration officials wanted him to stay in jail for possible deportation.,immigr office want stay jail possible deport,immigration officials jail deportation
200,Now authorities are trying to understand how they escaped in the first place.,author tri understand escape first place,authorities place
200,"The last time UCLA played in the Rose Bowl game, Brett Hundley was 5 years old. Tonight, UCLA battles Stanford in Palo Alto for the right to play either Wisconsin or Nebraska (they play tomorrow) in the Rose Bowl. We ask YOU, will UCLA beat Stanford?How the teams match up:  ",last time UCLA play rose bowl game brett Hendley year old tonight UCLA battle stanford Palo alto right play either wisconsin nebraska play tomorrow rose bowl ask UCLA beat stanford team match,time game brett hundley years tonight battles stanford palo alto right wisconsin nebraska tomorrow bowl beat stanford teams
200,Metrolink says that some of the delays were caused by a new technology called 'positive train control.',metrolink say delay caus new technology call posit train control,metrolink delays technology train control
200,"Yes, you can pre-order 'it' now -- without even knowing what 'it' is.",ye pre order without even know,'it 'it
200,One survivor described hiding in a tree for hours while he listened to people scream as they were burned alive.,one survivor describe hide tree hour listen people scream burn alive,survivor tree hours people
200,He's accusing Yahoo of favoring women over men.,accus yahoo favor women men,yahoo women men
200,Looks like some zeros were missing in these contracts.,look like zero miss contract,looks zeros contracts
200,Check out who will be taking the field for the USC Trojans and UCLA Bruins. From Los Angeles Times Sports:,check take field USC trojan UCLA bruin lo angel time sport,check field trojans bruins angeles times sports
200,The family of an unarmed man shot and killed by police wants a manslaughter charge brought against the officer.,family unarm man shot kill policy want onslaught charge brought offic,family man shot police manslaughter charge officer
200,Some motorcycle owners say it's more about the culture of a bike brand than the reliability or cost of ownership.,motorcycle owner say culture bike brand reliable cost ownership,motorcycle owners culture bike brand reliability cost ownership
200,We all know what this game's really about.,know game really,game
200,"At this time last year, there had been 18 flu deaths. Two years ago, there were 147.",time last year flu death two year ago,time year deaths years
200,"The number one moment? L.A. Raiders, Super Bowl XVIII.",number one moment l raider super bowl xviii,number moment raiders bowl xviii
200,Use our Super Retro Super Bowl Simulator to pit the greatest football teams of all time against one another to determine the ultimate champion.Some ideas: The '85 Bear versus the '94 49ers. The '72 Dolphins versus the '98 Broncos. The '92 Cowboys versus the '04 Patriots.,use super retro super bowl simul pit greatest football team time one anorth determine ultime champion idea bear verse er dolphin verse bronco cowboy verse patriot,retro super bowl simulator football teams time champion.some ideas 49ers dolphins '98 broncos cowboys patriots
200,"We all know about the war on ISIS, drugs, terror, cancer and Christmas. But what about the other wars?(via Los Angeles Times Opinion)",know war ISI drug terror cancer christmas war via lo angel time opinion,war isis drugs terror cancer christmas wars los angeles times opinion
200,Voters are casting their ballots in more than 200 towns across New Hampshire. We're tracking the live results.,voter cast ballot town across new hampshire track live result,voters ballots towns hampshire results
200,Old-school methods still work.,old school method still work,methods
200,"When the Border Patrol uses lethal force, how much do they have to tell the public?",border patrol use lethal for much tell public,border patrol force public
200,It seems to be getting harder to save water.,seem get harder save water,water
200,"Today we're sitting down to chat with President Obama. As the leader of a politically divided nation, we want to know where he thinks the country is headed.What would you ask him?",today sit chat preside Obama leader polit divid nation want know think country head would ask,today president obama leader nation country
200,"Columnist Steve Lopez revisits skid row to talk to residents featured in the upcoming film 'Lost Angels' and finds signs of hope in an area where so many struggle to conquer mental illness, poverty and addiction.",columnist steve Lopez revisit skid row talk resid feature upcome film lost angel find sign hope area mani struggle conquer mental ill poverty addict,columnist lopez revisits row residents film angels signs hope area struggle illness poverty addiction
200,Another case of the government telling women what to do with their bodies. (via Los Angeles Times Opinion),anorth case govern tell women Bodi via lo angel time opinion,case government women bodies los angeles times opinion
200,Turns out fearing the wrath of a vengeful deity is good for developing social networks.,turn fear wrath vent deity good develop social network,wrath deity networks
200,"Like Instagram, but only for taking photos of your food.",like Instagram take photo food,instagram photos food
200,This is the do-or-die moment for Syrian peace negotiations.,die moment syrian peace negoti,moment peace negotiations
200,Miss Universe was dropped after Donald J. Trump made controversial remarks about Mexican immigrants.,miss univers drop donald j trump made controversy remark mexican immigr,universe j. trump remarks immigrants
200,It's no secret that politics is polarizing. President Obama spoke with us about his own experience on making friends across the aisle.  ,secret polit polar preside Obama spoke us expert make friend across aisle,politics president spoke experience friends aisle
200,Officials said the phones are not used to track or monitor immigrants.,office said phone use track monitor immigr,officials phones immigrants
200,Relations are in a downward spiral.,relate downward spiral,relations spiral
200,"What will happen on Monday? Lamar, Taylor Swift and Chris Stapleton will likely divide most of the awards, with Lamar taking home the lion's share.From critic Sasha Frere-Jones:",happen monday Lamar taylor swift Chris Stapleton like divid award Lamar take home lion share critic Sasha frere Jone,monday lamar taylor swift stapleton awards lamar home lion sasha frere-jones
200,"The history of the flying-car genre is fraught with flops, but Terrafugia Inc. hopes its Transition model is safe and simple enough for today's consumers.",history fly car gear fraught flop terrafugia inc hope transit model safe simple enough today consume,history flying-car genre flops terrafugia transition model today consumers
200,The cause of the fire is still under investigation.,caus fire still investing,cause fire investigation
200,"'O thou, my lovely boy, who in thy power / Dost hold Time's fickle glass'",thou love boy THI power dost hold time fickle glass,thou boy power / dost time glass
200,Terrible news for fans hoping to hear from Rihanna at tonight's Grammys.,terrible news fan hope hear Rihana tonight gramme,news fans rihanna tonight grammys
200,The ongoing war against sex trafficking is unintentionally making life more dangerous for sex workers. (via Los Angeles Times Opinion),onto war sex traffick unintent make life danger sex worker via lo angel time opinion,war sex trafficking life sex workers los angeles times opinion
200,Meet the man standing precariously in the middle of the Los Angeles Dodgers' hopes for 2016.,meet man stand precary middle lo angel dodger hope,man middle los dodgers hopes
200,"With any luck, #OscarsSoWhite won't see another sequel.",luck oscarssowhit see anorth sequel,luck oscarssowhite sequel
200,There's no evidence to suggest poor people are waiting until they get sick to enroll in health insurance.,evil suggest poor people wait get sick enrol health insure,evidence people health insurance
200,Video postcard for a Friday afternoon. Enjoy.,video postcard friday afternoon enjoy,video postcard afternoon enjoy
200,Polling is a mix of both art and science.,poll mix art science,polling mix art science
200,'Abortion is a crude response to the possibility of microcephaly.'(via Los Angeles Times Opinion),abort crude response possible microcephali via lo angel time opinion,'abortion response possibility microcephaly los angeles times opinion
200,His salary keeps rising despite five straight years of financial losses.,salary keep rise despite five straight year finance loss,keeps years losses
200,"'If you can get a step past the fear that people are going to hurt you, [being famous is] actually the most loving experience.'-Brie Larson",get step past fear people go hurt famous actual love expert brie Larson,step fear people experience larson
200,"'We have doctors out there doing things that no one is monitoring,' said Dr. Rick Chavez, a pain management physician in Redondo Beach. 'It's scary.'",doctor thing one monitor said dr rick Chavez pain manage physician Redondo beach scar,'we doctors things one dr. rick chavez pain management physician beach
200,Kerry is staying optimistic.,Kerri stay optimist,kerry
200,It depends on which data you believe.,depend data believe,data
200,It's all about the ratings.,rate,ratings
200,Southern California Gas says that closing the facility would be bad for consumers.,southern california ga say close fail would bad consume,california gas facility consumers
200,Nigeria is one of three countries that have recently started using Chinese drones.,nigeria one three country recent start use chines drone,nigeria countries drones
200,Could be just the start of more 4-4 votes without Scalia.,could start vote without Scalia,start votes scalia
200,Polls show Lord Voldemort leading Harry Potter in Nevada by at least 20 points.,poll show lord Voldemort lead Harri potter nevada least point,polls voldemort potter nevada points
200,Think Harry Potter meets Game of Thrones.,think Harri potter meet game throne,think meets game thrones
200,Don't call it a boycott: Coogler says the timing of the event is just a coincidence.,call boycott cooler say time event coincide,boycott coogler timing event coincidence
200,Marco Rubio has yet to win a single state.,marco Rubio yet win single state,marco rubio state
200,"The last time a justice was confirmed during an election year: 1988, Reagan's final year in office.",last time justice confirm elect year reagan final year offic,time justice election year year office
200,'It's not possible for me to imagine any replacement being an improvement on the birds and butterflies and wildflowers and silence of the full emptiness of our empty lot.'(via Los Angeles Times Opinion),possible imagine replace improv bird butterfly willow silent full empty empty lot via lo angel time opinion,'it replacement improvement birds butterflies wildflowers silence emptiness lot los angeles times opinion
200,Our theme park blogger went on a magical shopping spree at the Wizarding World of Harry Potter today. Check out our Snapchat (,theme park blogger went magic shop spree wizard world Harri potter today check snapchat,theme park blogger shopping spree world harry potter today snapchat
200,"The same experts who battled Ebola, MERS, and West Nile are now tackling Zika.",expert battle Ebola mer west nile tackle zira,experts ebola mers zika
200,"The iconic art gallery has outposts in Berlin, Cologne, and London -- and now, Los Angeles.",icon art gallery outpost berlin colon london lo angel,art gallery outposts berlin cologne london angeles
200,Just getting to the door is a challenge.,get door challenge,door challenge
200,Most of the crimes happened after the San Bernardino terrorist attack.,crime happen san Bernardino terrorist attack,crimes bernardino attack
200,"If it weren't for that bonus day every four years, we'd be midway through next July already. Try out our interactive leap day graphic and see if you can keep the calendar on track.",bone day every four year midway next Juli already tri interact leap day graphic see keep calendar track,bonus day years july day calendar track
200,The mayor said L.A. needs to decide where to invest in technology and infrastructure or 'let congestion eat us alive.',mayor said l need decide invest technology infrastructure let congest eat us alive,mayor needs technology infrastructure congestion
200,"To most people, today is just a normal Tuesday.But in the world of politics, this is Super Tuesday: the biggest day of balloting in the 2016 presidential race.",people today normal tuesday world polit super tuesday biggest day ballot president race,people today tuesday.but world politics tuesday day balloting race
200,Scientists think there's a simple explanation.,scientist think simple explain,scientists explanation
200,We have to ask: Who's ready to make like The Jetsons?,ask ready make like jetson,jetsons
200,Then he challenged L.A. Clippers owner Steve Ballmer to a slam-dunk contest. [WATCH],challenge l clipper owner steve baller slam dunk contest watch,clippers owner ballmer contest watch ]
200,The two Super Tuesday wins were dramatically different.,two super tuesday win drama differ,super tuesday wins
200,Rodney King shows the bruises he sustained at the hands of four Los Angeles police officers. (Associated Press),rodney king show Bruis sustain hand four lo angel policy offic associe press,rodney king bruises hands los angeles police officers press
200,Not everyone is a fan of the dove-inspired design.,everyone fan dove inspire design,everyone fan design
200,That makes one person who's happy about it.,make one person happy,person
200,"Meanwhile, the ACLU has filed a brief in support of Apple.",meanwhile aclu file brief support appl,aclu brief support apple
200,"John Stamos is taken, ladies and gentlemen.",john stamp taken laid gentlemen,john stamos ladies gentlemen
200,The problem with the so-called trial of the century: Police could never produce the knife allegedly used in the stabbing death of O.J. Simpson's ex-wife and her friend.,problem call trial century policy could never produce knife allegedly use stab death j simpson ex wife friend,problem trial century police knife death o.j simpson ex-wife friend
200,One apartment building is literally about to fall off a cliff.,one apart build liter fall cliff,apartment building cliff
200,"In a testimony that seemed designed to stir up sympathy for the former pro wrestler, he described himself as a self-conscious and soft-spoken man who has trouble saying 'no' to his few friends.",testimony seem design stir sympathy former pro wrestler describe self conscious soft spoken man trouble say friend,testimony sympathy wrestler man trouble friends
200,Trying to crack down on proven liars isn't easy.,tri crack proven liar EASI,liars
200,Meet one of the most expensive failures in American political history.,meet one expense failure american polit history,failures history
200,"Author Judy Blume's 'Tales of a Fourth Grade Nothing' turns 40 this year; a new edition of the book is bringing her to the Los Angeles Times Festival of Books this weekend. Fun fact: A big-screen adaptation of Blume's book 'Tiger Eyes,' which had its festival debut this week, was directed by the person upon whom she based the character Fudge -- her son Larry.",author Judi blume tale fourth grade not turn year new edit book bring lo angel time festive book weekend fun fact big screen adapt blume book tiger eye festive debut week direct person upon base charact fuds son larry,author judy blume 'tales grade nothing year edition book los times festival books weekend fact adaptation blume book eyes debut week person character fudge son larry
200,"Legislation introduced by a U.S. senator would cover the costs of in vitro fertilization for disabled veterans, their spouses or surrogates. Should the federal government pay for the pricey procedure?",legis introduce u sent would cover cost vitro Fertil disable veteran spots sorrow fever govern pay pricey procedure,legislation senator costs fertilization veterans spouses surrogates government pay pricey procedure
200,"If convicted of all charges, he faces up to 14 years in state prison.",convict charge face year state prison,charges years state prison
200,You can now (legally) get weed on the Strip. (Doctor's note required.),legal get weed strip doctor note require,strip doctor note
200,She was armed only with a picket sign and a camera. (via Los Angeles Times Opinion),arm picket sign camera via lo angel time opinion,picket sign camera los angeles times opinion
200,Are you ready for some football? Sam Farmer has his weekly NFL picks in Los Angeles Times Sports. What team do YOU have on upset alert this Sunday?,ready football sam farmer weekly NFL pick lo angel time sport team upset alert sunday,football farmer nfl picks los angeles times sports team alert sunday
200,He's hoping Obama will bring it up on his historic trip there later this month.,hope Obama bring history trip later month,trip month
